"conference","year","ordinal","location","submissions","accepted","acceptance_rate"
"STOC","2003","35th","San Diego, California, USA","270","80","29.6"
"STOC","2002","34th","Montreal, Canada","287","91","31.7"
"STOC","2001","33rd","Heraklion, Greece","230","83","36.1"
"STOC","2000","32nd","Portland, USA","182","85","46.7"
"STOC","1998","30th","Dallas, USA","169","75","44.4"
"STOC","1997","29th","El Paso, USA","211","75","35.5"
"STOC","1996","28th","Philadelphia, USA","201","74","36.8"
"STOC","1993","25th","San Diego, California, USA","227","85","37.4"
"STOC","1990","22nd","Baltimore, USA","214","59","27.6"
"STOC","1989","21st","Seattle, USA","196","56","28.6"
"STOC","1988","20th","Chicago, USA","192","53","27.6"
"STOC","1987","19th","New York City, USA","165","50","30.3"
"STOC","1986","18th","Berkeley, California, USA","175","47","26.9"
"STOC","1985","17th","Providence, Rhode Island, USA","193","53","27.5"
"STOC","1984","16th","Washington DC, USA","171","66","38.6"
"STOC","1983","15th","Boston, USA","169","54","32"
"STOC","1982","14th","San Francisco, California, USA","159","45","28.3"
"STOC","1981","13th","Milwaukee, USA","115","43","37.4"
"STOC","1980","12th","Los Angeles, California, USA","125","47","37.6"
"STOC","1979","11th","Atlanta, USA","111","37","33.3"
"STOC","1978","10th","San Diego, California, USA","120","38","31.7"
"STOC","1977","9th","Boulder, USA","87","31","35.6"
"STOC","1976","8th","Hershey, USA","83","30","36.1"
"STOC","1975","7th","Albuquerque, USA","87","31","35.6"
"STOC","1974","6th","Seattle, USA","95","35","36.8"
"STOC","1972","4th","Denver, USA","65","29","44.6"
"STOC","1971","3rd","Shaker Heights, USA","48","23","47.9"
"STOC","1970","2nd","Northampton, USA","68","27","39.7"
"ICALP","2025","52nd","Aarhus, Denmark","580","170","29.3"
"ICALP","2024","51st","Tallinn, Estonia","519","153","29.5"
"ICALP","2023","50th","Paderborn, Germany","443","132","29.8"
"ICALP","2022","49th","Paris, France","433","127","29.3"
"ICALP","2021","48th","Online, Online","362","137","37.8"
"ICALP","2020","47th","Online, Online","470","138","29.4"
"ICALP","2019","46th","Patras, Greece","490","146","29.8"
"ICALP","2018","45th","Prague, Czech Republic","502","147","29.3"
"ICALP","2017","44th","Warsaw, Poland","459","137","29.8"
"ICALP","2016","43rd","Rome, Italy","515","146","28.3"
"ICALP","2015","42nd","Kyoto, Japan","507","143","28.2"
"ICALP","2014","41st","Copenhagen, Denmark","484","136","28.1"
"ICALP","2013","40th","Riga, Latvia","422","124","29.4"
"ICALP","2012","39th","Warwick, UK","432","123","28.5"
"ICALP","2011","38th","Zurich, Switzerland","398","114","28.6"
"ICALP","2010","37th","Bordeaux, France","389","106","27.2"
"ICALP","2009","36th","Rhodes, Greece","370","126","34.1"
"ICALP","2008","35th","Reykjavik, Iceland","407","126","31"
"ICALP","2007","34th","Wroclaw, Poland","242","76","31.4"
"ICALP","2006","33rd","Venice, Italy","407","109","26.8"
"ICALP","2005","32nd","Lisbon, Portugal","407","113","27.8"
"ICALP","2004","31st","Turku, Finland","379","97","25.6"
"ICALP","2003","30th","Eindhoven, The Netherlands","212","84","39.6"
"ICALP","2002","29th","Malaga, Spain","269","83","30.9"
"ICALP","2001","28th","Crete, Greece","208","80","38.5"
"ICALP","2000","27th","Geneva, Switzerland","196","69","35.2"
"ICALP","1999","26th","Prague, Czech Republic","126","56","44.4"
"ICALP","1998","25th","Aalborg, Denmark","182","70","38.5"
"ICALP","1997","24th","Bologna, Italy","197","73","37.1"
"ICALP","1996","23rd","Paderborn, Germany","172","52","30.2"
"ICALP","1995","22nd","Szeged, Hungary","111","53","47.7"
"ICALP","1994","21st","Jerusalem, Israel","154","48","31.2"
"ICALP","1993","20th","Lund, Sweden","151","51","33.8"
"ICALP","1992","19th","Wien, Austria","190","52","27.4"
"ICALP","1991","18th","Madrid, Spain","198","54","27.3"
"ICALP","1990","17th","Warwick, UK","250","52","20.8"
"ICALP","1989","16th","Stresa, Italy","188","45","23.9"
"ICALP","1988","15th","Tampere, Finland","195","46","23.6"
"ICALP","1987","14th","Karlsruhe, Germany","160","46","28.7"
"ICALP","1986","13th","Rennes, France","140","48","34.3"
"ICALP","1985","12th","Nafplion, Greece","205","49","23.9"
"ICALP","1984","11th","Antwerp, Belgium","141","46","32.6"
"ICALP","1983","10th","Barcelona, Spain","178","59","33.1"
"ICALP","1982","9th","Aarhus, Denmark","128","47","36.7"
"ICALP","1981","8th","Arce, Israel","109","44","40.4"
"ICALP","1980","7th","Noordwijk, The Netherlands","169","53","31.4"
"ICALP","1979","6th","Graz, Austria","139","50","36"
"ICALP","1978","5th","Udine, Italy","90","37","41.1"
"ICALP","1977","4th","Turku, Finland","100","43","43"
"ICALP","1974","2nd","Saarbrucken, Germany","130","47","36.2"
"CCC","2025","40th","Toronto, Canada","91","36","39.6"
"CCC","2024","39th","Ann Arbor, USA","105","36","34.3"
"CCC","2023","38th","Warwick, UK","74","36","48.6"
"CCC","2022","37th","Philadelphia, USA","89","38","42.7"
"CCC","2021","36th","Online, Online","116","41","35.3"
"CCC","2020","35th","Online, Online","101","38","37.6"
"CCC","2019","34th","New Brunswick, USA","99","32","32.3"
"CCC","2018","33rd","San Diego, California, USA","74","28","37.8"
"CCC","2017","32nd","Riga, Latvia","98","33","33.7"
"CCC","2016","31st","Tokyo, Japan","91","34","37.4"
"CCC","2015","30th","Portland, USA","110","30","27.3"
"CCC","2014","29th","Vancouver, Canada","94","29","30.9"
"CCC","2013","28th","Palo Alto, California, USA","90","29","32.2"
"CCC","2012","27th","Porto, Portugal","119","34","28.6"
"CCC","2011","26th","San Jose, California, USA","83","30","36.1"
"CCC","2010","25th","Cambridge (MA), USA","76","25","32.9"
"CCC","2009","24th","Paris, France","113","37","32.7"
"CCC","2008","23rd","College Park, USA","87","32","36.8"
"CCC","2007","22nd","San Diego, California, USA","90","30","33.3"
"CCC","2006","21st","Prague, Czech Republic","87","28","32.2"
"CCC","2005","20th","San Jose, California, USA","79","30","38"
"CCC","2004","19th","Amherst, USA","71","30","42.3"
"CCC","2003","18th","Aarhus, Denmark","65","29","44.6"
"CCC","2002","17th","Montreal, Canada","74","33","44.6"
"CCC","2001","16th","Chicago, USA","60","30","50"
"CCC","2000","15th","Florence, Italy","63","28","44.4"
"CCC","1999","14th","Atlanta, USA","70","28","40"
"CCC","1997","12th","Ulm, Germany","75","27","36"
"CCC","1996","11th","Philadelphia, USA","57","26","45.6"
"CCC","1995","10th","Minneapolis, USA","56","26","46.4"
"CCC","1987","2nd","Ithaca, USA","48","23","47.9"
"CCC","1986","1st","Berkeley, California, USA","59","25","42.4"
"CAV","2025","37th","Zagreb, Croatia","305","79","25.9"
"CAV","2024","36th","Montreal, Canada","317","69","21.8"
"CAV","2023","35th","Paris, France","261","67","25.7"
"CAV","2022","34th","Haifa, Israel","209","51","24.4"
"CAV","2021","33rd","Online, Online","290","79","27.2"
"CAV","2020","32nd","Los Angeles, California, USA","240","65","27.1"
"CAV","2019","31st","New York City, USA","258","67","26"
"CAV","2018","30th","Oxford, UK","215","65","30.2"
"CAV","2017","29th","Heidelberg, Germany","191","57","29.8"
"CAV","2016","28th","Toronto, Canada","195","58","29.7"
"CAV","2015","27th","San Francisco, California, USA","252","69","27.4"
"CAV","2014","26th","Vienna, Austria","229","57","24.9"
"CAV","2013","25th","Saint Petersburg, Russia","209","70","33.5"
"CAV","2012","24th","Berkeley, California, USA","185","58","31.4"
"CAV","2011","23rd","Snowbird, USA","161","55","34.2"
"CAV","2010","22nd","Edinburgh, Scotland, UK","145","51","35.2"
"CAV","2009","21st","Grenoble, France","169","52","30.8"
"CAV","2008","20th","Princeton, USA","131","47","35.9"
"CAV","2007","19th","Berlin, Germany","173","47","27.2"
"CAV","2006","18th","Seattle, USA","144","45","31.2"
"CAV","2005","17th","Edinburgh, Scotland, UK","155","48","31"
"CAV","2004","16th","Boston, USA","144","48","33.3"
"CAV","2003","15th","Boulder, USA","87","32","36.8"
"CAV","2002","14th","Copenhagen, Denmark","94","35","37.2"
"CAV","2001","13th","Paris, France","106","33","31.1"
"CAV","2000","12th","Chicago, USA","91","35","38.5"
"CAV","1999","11th","Trento, Italy","107","34","31.8"
"CAV","1998","10th","Vancouver, Canada","98","33","33.7"
"CAV","1997","9th","Haifa, Israel","84","34","40.5"
"CAV","1996","8th","New Brunswick, USA","93","32","34.4"
"CAV","1995","7th","Liege, Belgium","77","31","40.3"
"CAV","1994","6th","Stanford, California, USA","121","37","30.6"
"CAV","1993","5th","Crete, Greece","84","37","44"
"CAV","1992","4th","Montreal, Canada","75","31","41.3"
"LICS","2025","40th","Singapore, Singapore","215","66","30.7"
"LICS","2024","39th","Tallinn, Estonia","236","72","30.5"
"LICS","2023","38th","Boston, USA","192","63","32.8"
"LICS","2022","37th","Haifa, Israel","181","63","34.8"
"LICS","2021","36th","Online, Online","227","91","40.1"
"LICS","2020","35th","Online, Online","174","69","39.7"
"LICS","2019","34th","Vancouver, Canada","154","60","39"
"LICS","2018","33rd","Oxford, UK","217","92","42.4"
"LICS","2017","32nd","Reykjavik, Iceland","224","89","39.7"
"LICS","2016","31st","New York City, USA","191","85","44.5"
"LICS","2015","30th","Kyoto, Japan","176","61","34.7"
"LICS","2014","29th","Vienna, Austria","212","74","34.9"
"LICS","2013","28th","New Orleans, USA","165","57","34.5"
"LICS","2012","27th","Dubrovnik, Croatia","171","60","35.1"
"LICS","2011","26th","Toronto, Canada","114","37","32.5"
"LICS","2010","25th","Edinburgh, Scotland, UK","149","39","26.2"
"LICS","2009","24th","Los Angeles, California, USA","130","39","30"
"LICS","2008","23rd","Pittsburgh, USA","116","39","33.6"
"LICS","2007","22nd","Wroclaw, Poland","133","39","29.3"
"LICS","2006","21st","Seattle, USA","152","39","25.7"
"LICS","2005","20th","Chicago, USA","127","44","34.6"
"LICS","2004","19th","Turku, Finland","168","40","23.8"
"LICS","2003","18th","Ottawa, Canada","122","34","27.9"
"LICS","2002","17th","Copenhagen, Denmark","135","36","26.7"
"LICS","2001","16th","Boston, USA","104","36","34.6"
"LICS","1998","13th","Indianapolis, USA","120","42","35"
"LICS","1997","12th","Warsaw, Poland","108","39","36.1"
"LICS","1996","11th","New Brunswick, USA","175","47","26.9"
"LICS","1995","10th","San Diego, California, USA","137","44","32.1"
"LICS","1993","8th","Montreal, Canada","151","38","25.2"
"LICS","1990","5th","Philadelphia, USA","185","46","24.9"
"LICS","1989","4th","Pacific Grove, California, USA","139","38","27.3"
"TACAS","2025","31st","Hamilton, Canada","103","28","27.2"
"TACAS","2024","30th","Luxembourg City, Luxembourg","114","35","30.7"
"TACAS","2023","29th","Paris, France","119","45","37.8"
"TACAS","2022","28th","Munich, Germany","112","33","29.5"
"TACAS","2021","27th","Online, Online","90","32","35.6"
"TACAS","2020","26th","Online, Online","111","31","27.9"
"TACAS","2019","25th","Prague, Czech Republic","119","29","24.4"
"TACAS","2018","24th","Thessaloniki, Greece","115","35","30.4"
"TACAS","2017","23rd","Uppsala, Sweden","167","48","28.7"
"TACAS","2016","22nd","Eindhoven, The Netherlands","157","44","28"
"TACAS","2015","21st","London, UK","105","27","25.7"
"TACAS","2014","20th","Grenoble, France","117","26","22.2"
"TACAS","2013","19th","Rome, Italy","130","32","24.6"
"TACAS","2012","18th","Tallinn, Estonia","108","25","23.1"
"TACAS","2011","17th","Saarbrucken, Germany","80","22","27.5"
"TACAS","2010","16th","Paphos, Cyprus","110","24","21.8"
"TACAS","2009","15th","York, UK","109","27","24.8"
"TACAS","2008","14th","Budapest, Hungary","121","31","25.6"
"TACAS","2007","13th","Braga, Portugal","170","45","26.5"
"TACAS","2006","12th","Vienna, Austria","118","30","25.4"
"TACAS","2005","11th","Edinburgh, Scotland, UK","141","33","23.4"
"TACAS","2004","10th","Barcelona, Spain","145","37","25.5"
"TACAS","2003","9th","Warsaw, Poland","140","35","25"
"TACAS","2002","8th","Grenoble, France","95","29","30.5"
"TACAS","2001","7th","Genoa, Italy","125","36","28.8"
"TACAS","2000","6th","Berlin, Germany","107","33","30.8"
"TACAS","1999","5th","Amsterdam, The Netherlands","82","28","34.1"
"TACAS","1998","4th","Lisbon, Portugal","78","27","34.6"
"TACAS","1997","3rd","Enschede, The Netherlands","54","25","46.3"
"TACAS","1996","2nd","Passau, Germany","47","19","40.4"
"TACAS","1995","1st","Aarhus, Denmark","32","12","37.5"
"FM","2024","26th","Milan, Italy","143","31","21.7"
"FM","2023","25th","Lubeck, Germany","75","18","24"
"FM","2021","24th","Online, Online","131","35","26.7"
"FM","2019","23rd","Porto, Portugal","129","37","28.7"
"FM","2018","22nd","Oxford, UK","110","35","31.8"
"FM","2016","21st","Limassol, Cyprus","162","43","26.5"
"FM","2015","20th","Oslo, Norway","124","32","25.8"
"FM","2014","19th","Singapore, Singapore","150","38","25.3"
"FM","2012","18th","Paris, France","132","35","26.5"
"FM","2011","17th","Limerick, Ireland","101","29","28.7"
"FM","2009","16th","Eindhoven, The Netherlands","139","45","32.4"
"FM","2008","15th","Turku, Finland","106","23","21.7"
"FM","2006","14th","Hamilton, Canada","145","36","24.8"
"FM","2005","13th","Newcastle upon Tyne, UK","130","31","23.8"
"FM","2003","12th","Pisa, Italy","144","44","30.6"
"FM","2002","11th","Copenhagen, Denmark","95","31","32.6"
"FM","2001","10th","Berlin, Germany","72","32","44.4"
"FM","1999","9th","Toulouse, France","259","92","35.5"
"FM","1997","8th","Graz, Austria","97","35","36.1"
"FM","1996","7th","Oxford, UK","103","35","34"
"FM","1994","6th","Barcelona, Spain","150","32","21.3"
"FM","1993","5th","Odense, Denmark","140","39","27.9"
"SIGGRAPH","2025","52nd","Vancouver, Canada","771","174","22.6"
"SIGGRAPH","2024","51st","Denver, USA","652","134","20.6"
"SIGGRAPH","2023","50th","Los Angeles, California, USA","371","111","29.9"
"SIGGRAPH","2022","49th","Vancouver, Canada","353","78","22.1"
"SIGGRAPH","2021","48th","Online, Online","449","149","33.2"
"SIGGRAPH","2020","47th","Online, Online","443","124","28"
"SIGGRAPH","2019","46th","Los Angeles, California, USA","385","111","28.8"
"SIGGRAPH","2018","45th","Vancouver, Canada","464","128","27.6"
"SIGGRAPH","2017","44th","Los Angeles, California, USA","439","126","28.7"
"SIGGRAPH","2016","43rd","Anaheim, California, USA","467","119","25.5"
"SIGGRAPH","2015","42nd","Los Angeles, California, USA","462","118","25.5"
"SIGGRAPH","2014","41st","Vancouver, Canada","505","127","25.1"
"SIGGRAPH","2013","40th","Anaheim, California, USA","480","115","24"
"SIGGRAPH","2012","39th","Los Angeles, California, USA","412","94","22.8"
"SIGGRAPH","2011","38th","Vancouver, Canada","432","82","19"
"SIGGRAPH","2010","37th","Los Angeles, California, USA","390","103","26.4"
"SIGGRAPH","2009","36th","New Orleans, USA","439","78","17.8"
"SIGGRAPH","2008","35th","Los Angeles, California, USA","518","90","17.4"
"SIGGRAPH","2007","34th","San Diego, California, USA","455","108","23.7"
"SIGGRAPH","2006","33rd","Boston, USA","474","86","18.1"
"SIGGRAPH","2005","32nd","Los Angeles, California, USA","461","98","21.3"
"SIGGRAPH","2004","31st","Los Angeles, California, USA","478","83","17.4"
"SIGGRAPH","2003","30th","San Diego, California, USA","424","81","19.1"
"SIGGRAPH","2002","29th","San Antonio, USA","358","67","18.7"
"SIGGRAPH","2001","28th","Los Angeles, California, USA","300","65","21.7"
"SIGGRAPH","2000","27th","New Orleans, USA","304","59","19.4"
"SIGGRAPH","1999","26th","Los Angeles, California, USA","320","52","16.2"
"SIGGRAPH","1998","25th","Orlando, USA","303","45","14.9"
"SIGGRAPH","1997","24th","Los Angeles, California, USA","265","48","18.1"
"SIGGRAPH","1996","23rd","New Orleans, USA","247","52","21.1"
"SIGGRAPH","1995","22nd","Los Angeles, California, USA","257","56","21.8"
"SIGGRAPH","1994","21st","Orlando, USA","242","57","23.6"
"SIGGRAPH","1993","20th","Anaheim, California, USA","225","46","20.4"
"SIGGRAPH","1992","19th","Chicago, USA","213","45","21.1"
"SIGGRAPH","1991","18th","Las Vegas, USA","207","40","19.3"
"SIGGRAPH","1990","17th","Dallas, USA","210","43","20.5"
"SIGGRAPH","1989","16th","Boston, USA","190","38","20"
"SIGGRAPH","1988","15th","Atlanta, USA","161","34","21.1"
"SIGGRAPH","1987","14th","Anaheim, California, USA","140","33","23.6"
"SIGGRAPH","1985","12th","San Francisco, California, USA","175","35","20"
"SIGGRAPH","1984","11th","Minneapolis, USA","118","41","34.7"
"SIGGRAPH","1982","9th","Boston, USA","123","34","27.6"
"SIGGRAPH","1981","8th","Dallas, USA","132","34","25.8"
"SIGGRAPH","1980","7th","Seattle, USA","140","52","37.1"
"SIGGRAPH","1979","6th","Chicago, USA","110","43","39.1"
"SIGGRAPH","1978","5th","Atlanta, USA","120","64","53.3"
"SIGGRAPH Asia","2025","18th","Hong Kong, China","1106","301","27.2"
"SIGGRAPH Asia","2024","17th","Tokyo, Japan","899","265","29.5"
"SIGGRAPH Asia","2023","16th","Sydney, Australia","665","224","33.7"
"SIGGRAPH Asia","2022","15th","Daegu, Korea","407","150","36.9"
"SIGGRAPH Asia","2021","14th","Online, Online","270","92","34.1"
"SIGGRAPH Asia","2020","13th","Online, Online","305","109","35.7"
"SIGGRAPH Asia","2019","12th","Brisbane, Australia","309","93","30.1"
"SIGGRAPH Asia","2018","11th","Tokyo, Japan","353","106","30"
"SIGGRAPH Asia","2017","10th","Bangkok, Thailand","312","75","24"
"SIGGRAPH Asia","2016","9th","Macau, China","300","89","29.7"
"SIGGRAPH Asia","2015","8th","Kobe, Japan","302","84","27.8"
"SIGGRAPH Asia","2014","7th","Shenzhen, China","352","69","19.6"
"SIGGRAPH Asia","2012","5th","Singapore, Singapore","326","82","25.2"
"SIGGRAPH Asia","2011","4th","Hong Kong, China","330","72","21.8"
"SIGGRAPH Asia","2010","3rd","Seoul, Korea","274","49","17.9"
"SIGGRAPH Asia","2009","2nd","Yokohama, Japan","275","70","25.5"
"SIGGRAPH Asia","2008","1st","Singapore, Singapore","320","59","18.4"
"Eurographics","2025","46th","London, UK","205","75","36.6"
"Eurographics","2024","45th","Limassol, Cyprus","161","53","32.9"
"Eurographics","2023","44th","Saarbrucken, Germany","111","34","30.6"
"Eurographics","2022","43rd","Reims, France","119","40","33.6"
"Eurographics","2021","42nd","Online, Online","129","47","36.4"
"Eurographics","2016","37th","Lisbon, Portugal","161","48","29.8"
"Eurographics","2015","36th","Zurich, Switzerland","207","55","26.6"
"Eurographics","2009","30th","Munich, Germany","243","57","23.5"
"Eurographics","2008","29th","Crete, Greece","300","58","19.3"
"Eurographics","1998","19th","Lisbon, Portugal","101","35","34.7"
"Eurographics","1989","10th","Hamburg, Germany","120","41","34.2"
"ICRA","2025","42nd","Atlanta, USA","4153","1606","38.7"
"ICRA","2024","41st","Yokohama, Japan","3937","1760","44.7"
"ICRA","2023","40th","London, UK","3125","1345","43"
"ICRA","2022","39th","Philadelphia, USA","3263","1428","43.8"
"ICRA","2021","38th","Xi'an, China","3877","1690","43.6"
"ICRA","2020","37th","Online, Online","2902","1277","44"
"ICRA","2019","36th","Montreal, Canada","2916","1317","45.2"
"ICRA","2018","35th","Brisbane, Australia","2586","1056","40.8"
"ICRA","2017","34th","Singapore, Singapore","2289","939","41"
"ICRA","2016","33rd","Stockholm, Sweden","2358","816","34.6"
"ICRA","2015","32nd","Seattle, USA","2280","940","41.2"
"ICRA","2014","31st","Hong Kong, China","2090","1015","48.6"
"ICRA","2013","30th","Karlsruhe, Germany","2270","870","38.3"
"ICRA","2012","29th","Saint Paul, Minnesota, USA","2020","820","40.6"
"ICRA","2011","28th","Shanghai, China","1980","1025","51.8"
"ICRA","2010","27th","Anchorage, USA","2020","853","42.2"
"ICRA","2008","25th","Pasadena, California, USA","1478","661","44.7"
"ICRA","2007","24th","Rome, Italy","1737","787","45.3"
"ICRA","2004","21st","New Orleans, USA","1457","858","58.9"
"ICRA","2003","20th","Taipei, Taiwan, China","1176","714","60.7"
"ICRA","2002","19th","Washington DC, USA","1172","689","58.8"
"ICRA","2001","18th","Seoul, Korea","1150","678","59"
"ICRA","2000","17th","San Francisco, California, USA","1100","641","58.3"
"ICRA","1999","16th","Detroit, USA","835","521","62.4"
"ICRA","1998","15th","Leuven, Belgium","963","596","61.9"
"ICRA","1997","14th","Albuquerque, USA","900","574","63.8"
"ICRA","1996","13th","Minneapolis, USA","910","588","64.6"
"ICRA","1987","4th","Raleigh, USA","583","350","60"
"ICRA","1986","3rd","San Francisco, California, USA","486","340","70"
"IROS","2025","38th","Hangzhou, China","4306","1991","46.2"
"IROS","2024","37th","Abu Dhabi, UAE","3400","1600","47.1"
"IROS","2023","36th","Detroit, USA","2760","1196","43.3"
"IROS","2022","35th","Kyoto, Japan","3579","1716","47.9"
"IROS","2021","34th","Online, Online","2786","1301","46.7"
"IROS","2020","33rd","Las Vegas, USA","2996","1420","47.4"
"IROS","2019","32nd","Macau, China","2494","1108","44.4"
"IROS","2018","31st","Madrid, Spain","2700","1254","46.4"
"IROS","2017","30th","Vancouver, Canada","2164","970","44.8"
"IROS","2016","29th","Daejeon, Korea","1719","832","48.4"
"IROS","2015","28th","Hamburg, Germany","2134","969","45.4"
"IROS","2014","27th","Chicago, USA","1600","750","46.9"
"IROS","2013","26th","Tokyo, Japan","2094","904","43.2"
"IROS","2012","25th","Loule, Portugal","1825","806","44.2"
"IROS","2011","24th","San Francisco, California, USA","2459","790","32.1"
"IROS","2010","23rd","Taipei, Taiwan, China","1798","828","46.1"
"IROS","2009","22nd","St. Louis, USA","1599","936","58.5"
"IROS","2007","20th","San Diego, California, USA","1393","682","49"
"IROS","2006","19th","Beijing, China","2167","971","44.8"
"IROS","2005","18th","Edmonton, Canada","1204","663","55.1"
"IROS","2004","17th","Sendai, Japan","1192","659","55.3"
"IROS","2003","16th","Las Vegas, USA","1050","600","57.1"
"IROS","2002","15th","Lausanne, Switzerland","826","500","60.5"
"IROS","2001","14th","Maui, Hawaii, USA","580","400","69"
"IROS","2000","13th","Takamatsu, Japan","521","378","72.6"
"IROS","1999","12th","Kyongju, Korea","439","308","70.2"
"IROS","1998","11th","Victoria, Canada","476","280","58.8"
"IROS","1997","10th","Grenoble, France","396","274","69.2"
"IROS","1996","9th","Osaka, Japan","345","229","66.4"
"IROS","1995","8th","Pittsburgh, USA","435","270","62.1"
"IROS","1994","7th","Munich, Germany","420","299","71.2"
"IROS","1993","6th","Yokohama, Japan","360","310","86.1"
"IROS","1992","5th","Raleigh, USA","366","244","66.7"
"RSS","2025","21st","Los Angeles, California, USA","594","163","27.4"
"RSS","2024","20th","Delft, The Netherlands","423","135","31.9"
"RSS","2023","19th","Daegu, Korea","333","112","33.6"
"RSS","2022","18th","New York City, USA","232","74","31.9"
"RSS","2021","17th","Online, Online","282","92","32.6"
"RSS","2020","16th","Online, Online","321","103","32.1"
"RSS","2019","15th","Freiburg, Germany","272","85","31.2"
"RSS","2018","14th","Pittsburgh, USA","223","71","31.8"
"RSS","2017","13th","Cambridge (MA), USA","189","75","39.7"
"RSS","2016","12th","Ann Arbor, USA","228","47","20.6"
"RSS","2015","11th","Rome, Italy","188","49","26.1"
"RSS","2014","10th","Berkeley, California, USA","178","57","32"
"RSS","2013","9th","Berlin, Germany","193","55","28.5"
"RSS","2012","8th","Sydney, Australia","177","60","33.9"
"RSS","2011","7th","Los Angeles, California, USA","183","45","24.6"
"RSS","2010","6th","Zaragoza, Spain","239","40","16.7"
"RSS","2009","5th","Seattle, USA","154","40","26"
"RSS","2008","4th","Zurich, Switzerland","165","40","24.2"
"RSS","2007","3rd","Atlanta, USA","137","41","29.9"
"RSS","2006","2nd","Philadelphia, USA","95","39","41.1"
"RSS","2005","1st","Cambridge (MA), USA","179","48","26.8"
"VIS","2025","36th","Vienna, Austria","537","131","24.4"
"VIS","2024","35th","Online, Online","557","124","22.3"
"VIS","2023","34th","Melbourne, Australia","539","133","24.7"
"VIS","2022","33rd","Oklahoma City, USA","460","119","25.9"
"VIS","2021","32nd","Online, Online","441","110","24.9"
"VIS","2020","31st","Online, Online","586","147","25.1"
"VIS","2019","30th","Vancouver, Canada","479","120","25.1"
"VIS","2018","29th","Berlin, Germany","479","120","25.1"
"VIS","2017","28th","Phoenix, USA","467","99","21.2"
"VIS","2016","27th","Baltimore, USA","448","100","22.3"
"VIS","2015","26th","Chicago, USA","460","104","22.6"
"VIS","2014","25th","Paris, France","480","111","23.1"
"VIS","2013","24th","Atlanta, USA","402","101","25.1"
"VIS","2012","23rd","Seattle, USA","379","97","25.6"
"VIS","2011","22nd","Providence, Rhode Island, USA","366","93","25.4"
"VIS","2010","21st","Salt Lake City, USA","320","84","26.2"
"VIS","2009","20th","Atlanta, USA","343","91","26.5"
"VIS","2008","19th","Columbus, USA","303","78","25.7"
"VIS","2007","18th","Sacramento, California, USA","330","83","25.2"
"VIS","2006","17th","Baltimore, USA","330","87","26.4"
"VIS","2005","16th","Minneapolis, USA","382","119","31.2"
"VIS","2004","15th","Austin, USA","256","73","28.5"
"VIS","2003","14th","Seattle, USA","192","63","32.8"
"VIS","2002","13th","Boston, USA","256","81","31.6"
"VIS","2001","12th","San Diego, California, USA","215","73","34"
"VIS","2000","11th","Salt Lake City, USA","151","52","34.4"
"VIS","1999","10th","San Francisco, California, USA","176","66","37.5"
"VIS","1998","9th","Research Triangle Park, USA","118","50","42.4"
"VIS","1997","8th","Phoenix, USA","170","44","25.9"
"VIS","1996","7th","San Francisco, California, USA","101","43","42.6"
"VIS","1995","6th","Atlanta, USA","139","59","42.4"
"VIS","1994","5th","Washington DC, USA","91","41","45.1"
"VR","2025","32nd","Saint-Malo, France","785","211","26.9"
"VR","2024","31st","Orlando, USA","627","180","28.7"
"VR","2023","30th","Shanghai, China","612","130","21.2"
"VR","2022","29th","Online, Online","418","90","21.5"
"VR","2021","28th","Online, Online","389","92","23.7"
"VR","2020","27th","Online, Online","486","104","21.4"
"VR","2019","26th","Osaka, Japan","442","95","21.5"
"VR","2018","25th","Reutlingen, Germany","316","65","20.6"
"VR","2017","24th","Los Angeles, California, USA","174","39","22.4"
"VR","2016","23rd","Greenville, USA","135","33","24.4"
"VR","2015","22nd","Arles, France","94","16","17"
"VR","2014","21st","Minneapolis, USA","74","18","24.3"
"VR","2013","20th","Orlando, USA","97","21","21.6"
"VR","2012","19th","Orange County, California, USA","95","15","15.8"
"VR","2011","18th","Singapore, Singapore","72","14","19.4"
"VR","2010","17th","Waltham, USA","105","20","19"
"VR","2009","16th","Lafayette, USA","76","21","27.6"
"VR","2008","15th","Reno, USA","88","23","26.1"
"VR","2007","14th","Charlotte, USA","130","26","20"
"VR","2005","12th","Bonn, Germany","111","29","26.1"
"VR","2004","11th","Chicago, USA","130","26","20"
"VR","2003","10th","Los Angeles, California, USA","104","29","27.9"
"VR","2002","9th","Orlando, USA","106","29","27.4"
"VR","2001","8th","Yokohama, Japan","110","33","30"
"VR","2000","7th","New Brunswick, USA","93","31","33.3"
"VR","1996","3rd","Santa Clara, California, USA","86","30","34.9"
"EuroVis","2025","27th","Luxembourg City, Luxembourg","167","46","27.5"
"EuroVis","2024","26th","Odense, Denmark","134","35","26.1"
"EuroVis","2023","25th","Leipzig, Germany","133","36","27.1"
"EuroVis","2022","24th","Rome, Italy","178","44","24.7"
"EuroVis","2021","23rd","Online, Online","173","44","25.4"
"EuroVis","2020","22nd","Online, Online","168","48","28.6"
"EuroVis","2019","21st","Porto, Portugal","189","59","31.2"
"EuroVis","2018","20th","Brno, Czech Republic","162","47","29"
"EuroVis","2017","19th","Barcelona, Spain","170","46","27.1"
"EuroVis","2016","18th","Groningen, The Netherlands","183","50","27.3"
"EuroVis","2015","17th","Cagliari, Italy","160","30","18.8"
"EuroVis","2014","16th","Swansea, UK","161","42","26.1"
